城市ID,行政归属,城市简称,拼音
WMJFE6BFSFHU,湖南省/湘西土家族苗族自治州/花垣县,湖南/湘西/花垣,Huayuan
WMJGRHKDNHJC,湖南省/湘西土家族苗族自治州/保靖县,湖南/湘西/保靖,Baojing
WMN4VFP5SDWN,湖南省/湘西土家族苗族自治州/古丈县,湖南/湘西/古丈,Guzhang
WMNHGXQ34XBF,湖南省/湘西土家族苗族自治州/永顺县,湖南/湘西/永顺,Yongshun
WMJZDHU7PY4J,湖南省/湘西土家族苗族自治州/龙山县,湖南/湘西/龙山,Longshan
WS0E9D8WN298,广东省/广州市,广东/广州/广州,Guangzhou
WS0E8F6N4RPM,广东省/广州市/荔湾区,广东/广州/荔湾,Liwan
WS0E96FT02NG,广东省/广州市/越秀区,广东/广州/越秀,Yuexiu
WS0E66Z20TDM,广东省/广州市/海珠区,广东/广州/海珠,Haizhu
WS0EE6PJG2NP,广东省/广州市/天河区,广东/广州/天河,Tianhe
WS0EC2PHQX3N,广东省/广州市/白云区,广东/广州/白云,Baiyun
WS0EMWYGT1DG,广东省/广州市/黄埔区,广东/广州/黄埔,Huangpu
WS0DE3FVQQJF,广东省/广州市/番禺区,广东/广州/番禺,Panyu
WS0T07U6CHNV,广东省/广州市/花都区,广东/广州/花都,Huadu
WS09XPQTZJDF,广东省/广州市/南沙区,广东/广州/南沙,Nansha
WS0VBX4KTY4M,广东省/广州市/从化区,广东/广州/从化,Conghua
WS0UW38KR4ZC,广东省/广州市/增城区,广东/广州/增城,Zengcheng
WS2V1N2FZZ77,广东省/韶关市,广东/韶关/韶关,Shaoguan
WS2V06ENKZ1F,广东省/韶关市/武江区,广东/韶关/武江,Wujiang
WS2V148YRZ56,广东省/韶关市/浈江区,广东/韶关/浈江,Zhenjiang
WS2U3HBGRV7Q,广东省/韶关市/曲江区,广东/韶关/曲江,Qujiang
WS3JGWP0R9HG,广东省/韶关市/始兴县,广东/韶关/始兴,Shixing
WS2YSMWJX4GE,广东省/韶关市/仁化县,广东/韶关/仁化,Renhua
WS34T0FCJBBP,广东省/韶关市/翁源县,广东/韶关/翁源,Wengyuan
WS2SCX09YQC9,广东省/韶关市/乳源瑶族自治县,广东/韶关/乳源,Ruyuan
WS30YTVCUV5Y,广东省/韶关市/新丰县,广东/韶关/新丰,Xinfeng
WS2WGQFBY7TC,广东省/韶关市/乐昌市,广东/韶关/乐昌,Lechang
WS3QBUYWX53K,广东省/韶关市/南雄市,广东/韶关/南雄,Nanxiong
WS10730EM8EV,广东省/深圳市,广东/深圳/深圳,Shenzhen
WS10M1282EDZ,广东省/深圳市/罗湖区,广东/深圳/罗湖,Luohu
WS105K2T7CJQ,广东省/深圳市/福田区,广东/深圳/福田,Futian
WS100QW1GPVQ,广东省/深圳市/南山区,广东/深圳/南山,Nanshan
WS0CQNGUGPVU,广东省/深圳市/宝安区,广东/深圳/宝安,Baoan
WS11R8SX9P8H,广东省/深圳市/龙岗区,广东/深圳/龙岗,Longgang
WS10R6V1Z3W3,广东省/深圳市/盐田区,广东/深圳/盐田,Yantian
WS115H2FNT23,广东省/深圳市/龙华区,广东/深圳/龙华,Longhua
WS134N2PPHDH,广东省/深圳市/坪山区,广东/深圳/坪山,Pingshan
WS112TF588VD,广东省/深圳市/光明区,广东/深圳/光明,Guangming
WEBY8Q5HHUCU,广东省/珠海市,广东/珠海/珠海,Zhuhai
WEBWXTUKFZVF,广东省/珠海市/香洲区,广东/珠海/香洲,Xiangzhou
WEBW3TPBZK4N,广东省/珠海市/斗门区,广东/珠海/斗门,Doumen
WEBTS3XR5D0W,广东省/珠海市/金湾区,广东/珠海/金湾,Jinwan
WS4UZ4EZ953Z,广东省/汕头市,广东/汕头/汕头,Shantou
WS4UZZ55FE62,广东省/汕头市/龙湖区,广东/汕头/龙湖,Longhu
WS4UZW19C9YK,广东省/汕头市/金平区,广东/汕头/金平,Jinping
WS5H2PDDMW50,广东省/汕头市/濠江区,广东/汕头/濠江,Haojiang
WS4UMK1T8FMS,广东省/汕头市/潮阳区,广东/汕头/潮阳,Chaoyang
WS4U33H9BCEJ,广东省/汕头市/潮南区,广东/汕头/潮南,Chaonan
WS5J94MKFJNZ,广东省/汕头市/澄海区,广东/汕头/澄海,Chenghai
WS5JNZ7R7SKM,广东省/汕头市/南澳县,广东/汕头/南澳,Nanao
WS06YNEMPP18,广东省/佛山市,广东/佛山/佛山,Foshan
WS06YJ1QBPTV,广东省/佛山市/禅城区,广东/佛山/禅城,Chancheng
WS07NB3R6P5J,广东省/佛山市/南海区,广东/佛山/南海,Nanhai
WS09DNWE9K51,广东省/佛山市/顺德区,广东/佛山/顺德,Shunde
WS07B3VRJ95C,广东省/佛山市/三水区,广东/佛山/三水,Sanshui
WS0628UDNTKS,广东省/佛山市/高明区,广东/佛山/高明,Gaoming
WS02MNW64CP6,广东省/江门市,广东/江门/江门,Jiangmen
WS03H2M8FGM9,广东省/江门市/蓬江区,广东/江门/蓬江,Pengjiang
WS02NRFNW3V1,广东省/江门市/江海区,广东/江门/江海,Jianghai
WEBRU49CJZSE,广东省/江门市/新会区,广东/江门/新会,Xinhui
WEBNW67ZSKX5,广东省/江门市/台山市,广东/江门/台山,Taishan
WEBP7F5UCQ3H,广东省/江门市/开平市,广东/江门/开平,Kaiping
WS03D9NHZG9K,广东省/江门市/鹤山市,广东/江门/鹤山,Heshan
W7ZY5MWRGETJ,广东省/江门市/恩平市,广东/江门/恩平,Enping
W7Y3P046TR7U,广东省/湛江市,广东/湛江/湛江,Zhanjiang
W7Y3P80FXRKU,广东省/湛江市/赤坎区,广东/湛江/赤坎,Chikan
W7Y885QFFQQT,广东省/湛江市/霞山区,广东/湛江/霞山,Xiashan
W7Y8CBCC9WF6,广东省/湛江市/坡头区,广东/湛江/坡头,Potou
W7Y3N2HDDR6H,广东省/湛江市/麻章区,广东/湛江/麻章,Mazhang
W7Y3SU1EE0Y7,广东省/湛江市/遂溪县,广东/湛江/遂溪,Suixi
W7W7DUZQG4DJ,广东省/湛江市/徐闻县,广东/湛江/徐闻,Xuwen
W7Y6VRB1THP7,广东省/湛江市/廉江市,广东/湛江/廉江,Lianjiang
W7WR0BMGCFTH,广东省/湛江市/雷州市,广东/湛江/雷州,Leizhou
W7YCBTHQB1D9,广东省/湛江市/吴川市,广东/湛江/吴川,Wuchuan
W7YGK0CKZKF9,广东省/茂名市,广东/茂名/茂名,Maoming
W7YG5UHY0DC5,广东省/茂名市/茂南区,广东/茂名/茂南,Maonan
W7YFMCGWX6QZ,广东省/茂名市/电白区,广东/茂名/电白,Dianbai
W7YUDQQT20NV,广东省/茂名市/高州市,广东/茂名/高州,Gaozhou
W7YEM2YKCUFC,广东省/茂名市/化州市,广东/茂名/化州,Huazhou
W7YZHSXQ4MUP,广东省/茂名市/信宜市,广东/茂名/信宜,Xinyi
WKPGPK45UZQM,广东省/肇庆市,广东/肇庆/肇庆,Zhaoqing
WKPGPSCPVC6T,广东省/肇庆市/端州区,广东/肇庆/端州,Duanzhou
WS05C2MS6B9J,广东省/肇庆市/鼎湖区,广东/肇庆/鼎湖,Dinghu
WKPGNB7X6ZJM,广东省/肇庆市/高要区,广东/肇庆/高要,Gaoyao
WKPYQMTN8ZK0,广东省/肇庆市/广宁县,广东/肇庆/广宁,Guangning
WKRB0DWBP7NT,广东省/肇庆市/怀集县,广东/肇庆/怀集,Huaiji
WKPM31RCDK9F,广东省/肇庆市/封开县,广东/肇庆/封开,Fengkai
WKP7XQK6TBB9,广东省/肇庆市/德庆县,广东/肇庆/德庆,Deqing
WS0HSP55471W,广东省/肇庆市/四会市,广东/肇庆/四会,Sihui
WS17E8Y5G0RU,广东省/惠州市,广东/惠州/惠州,Huizhou
WS176DZ1QKTP,广东省/惠州市/惠城区,广东/惠州/惠城,Huicheng
WS13SYDE8K43,广东省/惠州市/惠阳区,广东/惠州/惠阳,Huiyang
WS17BEB1M10N,广东省/惠州市/博罗县,广东/惠州/博罗,Boluo
WS1DDX2S1WRZ,广东省/惠州市/惠东县,广东/惠州/惠东,Huidong
WS1NZZFM3BWE,广东省/惠州市/龙门县,广东/惠州/龙门,Longmen
WS6D4KH12059,广东省/梅州市,广东/梅州/梅州,Meizhou
WS6D64N18D5J,广东省/梅州市/梅江区,广东/梅州/梅江,Meijiang
WS6D0U112BPC,广东省/梅州市/梅县区,广东/梅州/梅县,Meixian
WS6FX8F350FZ,广东省/梅州市/大埔县,广东/梅州/大埔,Dabu
WS4X5XPWQ1NV,广东省/梅州市/丰顺县,广东/梅州/丰顺,Fengshun
WS624KM4KE2D,广东省/梅州市/五华县,广东/梅州/五华,Wuhua
WS67UBV4XEYW,广东省/梅州市/平远县,广东/梅州/平远,Pingyuan
WS6S7E03JJQ6,广东省/梅州市/蕉岭县,广东/梅州/蕉岭,Jiaoling
WS633S25BQQ9,广东省/梅州市/兴宁市,广东/梅州/兴宁,Xingning
WS4196CZ5GG1,广东省/汕尾市,广东/汕尾,Shanwei
WS448MS9ZY2G,广东省/汕尾市/海丰县,广东/汕尾/海丰,Haifeng
WS4HX9TU26F1,广东省/汕尾市/陆河县,广东/汕尾/陆河,Luhe
WS44X9VV2Q44,广东省/汕尾市/陆丰市,广东/汕尾/陆丰,Lufeng
WS1WFPCVR8WG,广东省/河源市,广东/河源/河源,Heyuan
WS1X4107UC2Y,广东省/河源市/源城区,广东/河源/源城,Yuancheng
WS1YKVXW8X2B,广东省/河源市/紫金县,广东/河源/紫金,Zijin
WS3CNE62XTSE,广东省/河源市/龙川县,广东/河源/龙川,Longchuan
WS36TH3V9370,广东省/河源市/连平县,广东/河源/连平,Lianping
WS3EP6CRX477,广东省/河源市/和平县,广东/河源/和平,Heping
WS1XE8KCWCFD,广东省/河源市/东源县,广东/河源/东源,Dongyuan
W7ZSKJM3GP7Z,广东省/阳江市,广东/阳江/阳江,Yangjiang
W7ZS7KRD3R55,广东省/阳江市/江城区,广东/阳江/江城,Jiangcheng
W7ZSMP4KPPW5,广东省/阳江市/阳东区,广东/阳江/阳东,Yangdong
W7Z7EZRNYTB7,广东省/阳江市/阳西县,广东/阳江/阳西,Yangxi
W7ZQPTEXYG9J,广东省/阳江市/阳春市,广东/阳江/阳春,Yangchun
WS0QU43YTBHW,广东省/清远市,广东/清远/清远,Qingyuan
WS0QUDT8X9DW,广东省/清远市/清城区,广东/清远/清城,Qingcheng
WS0QFZVT2B9G,广东省/清远市/清新区,广东/清远/清新,Qingxin
WS0XZ7NP0DXS,广东省/清远市/佛冈县,广东/清远/佛冈,Fogang
WS256BQWM4Z0,广东省/清远市/阳山县,广东/清远/阳山,Yangshan
WKREY2Y4T7CQ,广东省/清远市/连山壮族瑶族自治县,广东/清远/连山,Lianshan
WKRUDUPU3TUP,广东省/清远市/连南瑶族自治县,广东/清远/连南,Liannan
WS29S3Z6EW8W,广东省/清远市/英德市,广东/清远/英德,Yingde
WKRUVR09GYC9,广东省/清远市/连州市,广东/清远/连州,Lianzhou
WS0GHKN5ZP7T,广东省/东莞市,广东/东莞/东莞,Dongguan
WS08H58U92R8,广东省/中山市,广东/中山/中山,Zhongshan
WEEJ79ZFGR3H,广东省/东沙群岛,广东/东沙/东沙,Dongsha
WS4YTUBPDZY9,广东省/潮州市,广东/潮州/潮州,Chaozhou
WS4YTY74NHT5,广东省/潮州市/湘桥区,广东/潮州/湘桥,Xiangqiao
WS4VRHGY1HCF,广东省/潮州市/潮安区,广东/潮州/潮安,Chaoan
WS5NWKUZ9XG1,广东省/潮州市/饶平县,广东/潮州/饶平,Raoping
WS4VBP4H9W1J,广东省/揭阳市,广东/揭阳/揭阳,Jieyang
WS4TZGH3YWW9,广东省/揭阳市/榕城区,广东/揭阳/榕城,Rongcheng
WS4Y14Y3NW7Y,广东省/揭阳市/揭东区,广东/揭阳/揭东,Jiedong
WS4M7C2CDSEF,广东省/揭阳市/揭西县,广东/揭阳/揭西,Jiexi
WS4EN02X2RHM,广东省/揭阳市/惠来县,广东/揭阳/惠来,Huilai
WS4SE9XSQ4YC,广东省/揭阳市/普宁市,广东/揭阳/普宁,Puning
WKPDMK3Y8JWT,广东省/云浮市,广东/云浮/云浮,Yunfu
WKPDMQRVRJH7,广东省/云浮市/云城区,广东/云浮/云城,Yuncheng
WKPEK9EFTPUF,广东省/云浮市/云安区,广东/云浮/云安,Yunan
WKPC1U7MHD9Q,广东省/云浮市/新兴县,广东/云浮/新兴,Xinxing
WKPK1UVST3GE,广东省/云浮市/郁南县,广东/云浮/郁南,Yunan
WKP3DC4UC7TS,广东省/云浮市/罗定市,广东/云浮/罗定,Luoding
WKJ1F428HH2F,广西壮族自治区/南宁市,广西/南宁/南宁,Nanning
WKJ41BUVFEZJ,广西壮族自治区/南宁市/兴宁区,广西/南宁/兴宁,Xingning
WKJ1C6HK1RFJ,广西壮族自治区/南宁市/青秀区,广西/南宁/青秀,Qingxiu
WKHCXEZ30PHK,广西壮族自治区/南宁市/江南区,广西/南宁/江南,Jiangnan
WKJ1BMPFBBPH,广西壮族自治区/南宁市/西乡塘区,广西/南宁/西乡塘,Xixiangtang
WKJ12ZDVDBWV,广西壮族自治区/南宁市/良庆区,广西/南宁/良庆,Liangqing
WKJ1KT88R5QS,广西壮族自治区/南宁市/邕宁区,广西/南宁/邕宁,Yongning
WKHGZ9ZZ1C53,广西壮族自治区/南宁市/武鸣区,广西/南宁/武鸣,Wuming
WKHEF7F1MC5W,广西壮族自治区/南宁市/隆安县,广西/南宁/隆安,Longan
WKHYVQNGP8MZ,广西壮族自治区/南宁市/马山县,广西/南宁/马山,Mashan
WKJJR321EKT4,广西壮族自治区/南宁市/上林县,广西/南宁/上林,Shanglin
WKJK5G1DRC8P,广西壮族自治区/南宁市/宾阳县,广西/南宁/宾阳,Binyang
WKJ9N2ZBXD3M,广西壮族自治区/南宁市/横县,广西/南宁/横县,Hengxian
WKMF3VJHWB9X,广西壮族自治区/柳州市,广西/柳州/柳州,Liuzhou
WKMF3E507941,广西壮族自治区/柳州市/城中区,广西/柳州/城中,Chengzhong
WKMF6E9986TH,广西壮族自治区/柳州市/鱼峰区,广西/柳州/鱼峰,Yufeng
WKMF3NBB820V,广西壮族自治区/柳州市/柳南区,广西/柳州/柳南,Liunan
WKMF97SF9JK7,广西壮族自治区/柳州市/柳北区,广西/柳州/柳北,Liubei
WKMDPF5WVXUT,广西壮族自治区/柳州市/柳江区,广西/柳州/柳江,Liujiang
WKMSJX6UEMP3,广西壮族自治区/柳州市/柳城县,广西/柳州/柳城,Liucheng
WKQ52BQYQ6F2,广西壮族自治区/柳州市/鹿寨县,广西/柳州/鹿寨,Luzhai
WKMZ92YXKUBK,广西壮族自治区/柳州市/融安县,广西/柳州/融安,Rongan
WKMWW5C7MD8R,广西壮族自治区/柳州市/融水苗族自治县,广西/柳州/融水,Rongshui
WKTFWJ073H76,广西壮族自治区/柳州市/三江侗族自治县,广西/柳州/三江,Sanjiang
WKQRV6P6WM81,广西壮族自治区/桂林市,广西/桂林/桂林,Guilin
WKQRV12W5W7N,广西壮族自治区/桂林市/秀峰区,广西/桂林/秀峰,Xiufeng
WKW2JBGCJJ91,广西壮族自治区/桂林市/叠彩区,广西/桂林/叠彩,Diecai
WKQRTRKBSFQF,广西壮族自治区/桂林市/象山区,广西/桂林/象山,Xiangshan
WKQRWJXEGS3R,广西壮族自治区/桂林市/七星区,广西/桂林/七星,Qixing
WKQQVD0VZWM9,广西壮族自治区/桂林市/雁山区,广西/桂林/雁山,Yanshan
WKQRE8VPQHGS,广西壮族自治区/桂林市/临桂区,广西/桂林/临桂,Lingui
WKQSFP11FWFC,广西壮族自治区/桂林市/阳朔县,广西/桂林/阳朔,Yangshuo
WKW2W7SD4R6N,广西壮族自治区/桂林市/灵川县,广西/桂林/灵川,Lingchuan
WKWGX2QTNW6D,广西壮族自治区/桂林市/全州县,广西/桂林/全州,Quanzhou
WKW9WRGRMFJH,广西壮族自治区/桂林市/兴安县,广西/桂林/兴安,Xingan
WKQNNEKZP9XB,广西壮族自治区/桂林市/永福县,广西/桂林/永福,Yongfu
WKX0CQ2ZY8R0,广西壮族自治区/桂林市/灌阳县,广西/桂林/灌阳,Guanyang
WKW4Z0EXCU8F,广西壮族自治区/桂林市/龙胜各族自治县,广西/桂林/龙胜,Longsheng
WKWSJ6W79ZDY,广西壮族自治区/桂林市/资源县,广西/桂林/资源,Ziyuan
WKQSJ7Y21UFB,广西壮族自治区/桂林市/平乐县,广西/桂林/平乐,Pingle
WKQV3BPVNPMX,广西壮族自治区/桂林市/恭城瑶族自治县,广西/桂林/恭城,Gongcheng
WKQ7RVBM07JM,广西壮族自治区/桂林市/荔浦市,广西/桂林/荔浦,Lipu
WKPJS42KFVJX,广西壮族自治区/梧州市,广西/梧州/梧州,Wuzhou
WKPJT196EK7E,广西壮族自治区/梧州市/万秀区,广西/梧州/万秀,Wanxiu
WKPJS5BJ5QEV,广西壮族自治区/梧州市/长洲区,广西/梧州/长洲,Changzhou
WKPJ5M5RV8GD,广西壮族自治区/梧州市/龙圩区,广西/梧州/龙圩,Longwei
WKPJ5P7PQU7M,广西壮族自治区/梧州市/苍梧县,广西/梧州/苍梧,Cangwu
WKNVH01QR7FS,广西壮族自治区/梧州市/藤县,广西/梧州/藤县,Tengxian
WKQ9DVQPNWUZ,广西壮族自治区/梧州市/蒙山县,广西/梧州/蒙山,Mengshan
WKNFMKMNTMTV,广西壮族自治区/梧州市/岑溪市,广西/梧州/岑溪,Cenxi
W7VD5N6F061Q,广西壮族自治区/北海市,广西/北海/北海,Beihai
W7VD4VVDG5RQ,广西壮族自治区/北海市/海城区,广西/北海/海城,Haicheng
W7VD53NHY2TV,广西壮族自治区/北海市/银海区,广西/北海/银海,Yinhai
W7VF3ZENHN9Z,广西壮族自治区/北海市/铁山港区,广西/北海/铁山港,Tieshangang
W7VEKBVHBKV9,广西壮族自治区/北海市/合浦县,广西/北海/合浦,Hepu
W7V53W659VPW,广西壮族自治区/防城港市,广西/防城港/防城港,Fangchenggang
W7V54HT0496N,广西壮族自治区/防城港市/港口区,广西/防城港/港口,Gangkou
W7V5CE453YPS,广西壮族自治区/防城港市/防城区,广西/防城港/防城,Fangcheng
W7UY10K9H778,广西壮族自治区/防城港市/上思县,广西/防城港/上思,Shangsi
W7UF2ZMM76GH,广西壮族自治区/防城港市/东兴市,广西/防城港/东兴,Dongxing
W7VHZEYSJ2W6,广西壮族自治区/钦州市,广西/钦州/钦州,Qinzhou
W7VKB6R5BC54,广西壮族自治区/钦州市/钦南区,广西/钦州/钦南,Qinnan
W7VJGTXK3GR7,广西壮族自治区/钦州市/钦北区,广西/钦州/钦北,Qinbei
W7VXX5MB4X51,广西壮族自治区/钦州市/灵山县,广西/钦州/灵山,Lingshan
W7VYSY5UHHBS,广西壮族自治区/钦州市/浦北县,广西/钦州/浦北,Pubei
WKJGQJ0R3057,广西壮族自治区/贵港市,广西/贵港/贵港,Guigang
WKJGMRC50RFB,广西壮族自治区/贵港市/港北区,广西/贵港/港北,Gangbei
WKJGMCKCVNJM,广西壮族自治区/贵港市/港南区,广西/贵港/港南,Gangnan
WKJGDD9SRNM3,广西壮族自治区/贵港市/覃塘区,广西/贵港/覃塘,Tantang
WKNMZZ0K8QJM,广西壮族自治区/贵港市/平南县,广西/贵港/平南,Pingnan
WKNM0GVFCUJJ,广西壮族自治区/贵港市/桂平市,广西/贵港/桂平,Guiping
WKN2DZXM71F0,广西壮族自治区/玉林市,广西/玉林/玉林,Yulin
WKN2DRY662FY,广西壮族自治区/玉林市/玉州区,广西/玉林/玉州,Yuzhou
WKN28259H5DJ,广西壮族自治区/玉林市/福绵区,广西/玉林/福绵,Fumian
WKND5EK53SYX,广西壮族自治区/玉林市/容县,广西/玉林/容县,Rongxian
W7YRJ301TJXQ,广西壮族自治区/玉林市/陆川县,广西/玉林/陆川,Luchuan
W7YNWRVWQTP2,广西壮族自治区/玉林市/博白县,广西/玉林/博白,Bobai
WKN1KJSBKE3U,广西壮族自治区/玉林市/兴业县,广西/玉林/兴业,Xingye
WKN3R043T6GZ,广西壮族自治区/玉林市/北流市,广西/玉林/北流,Beiliu
WK5ZFNY7D4FJ,广西壮族自治区/百色市,广西/百色/百色,Baise
WK5ZFPDUE1BJ,广西壮族自治区/百色市/右江区,广西/百色/右江,Youjiang
WKHNCPBV28D7,广西壮族自治区/百色市/田阳县,广西/百色/田阳,Tianyang
WKHNM84RUYV5,广西壮族自治区/百色市/田东县,广西/百色/田东,Tiandong
WKHS8J32GEN4,广西壮族自治区/百色市/平果县,广西/百色/平果,Pingguo
WK5UDPN7454N,广西壮族自治区/百色市/德保县,广西/百色/德保,Debao
WK5M0PRP3SRT,广西壮族自治区/百色市/那坡县,广西/百色/那坡,Napo
WK7F90CCHBZX,广西壮族自治区/百色市/凌云县,广西/百色/凌云,Lingyun
WK7UBX53FYY3,广西壮族自治区/百色市/乐业县,广西/百色/乐业,Leye
WK7D1RDMF2M4,广西壮族自治区/百色市/田林县,广西/百色/田林,Tianlin
WK6ERS56ZE00,广西壮族自治区/百色市/西林县,广西/百色/西林,Xilin
WK6UUV4ZWYST,广西壮族自治区/百色市/隆林各族自治县,广西/百色/隆林,Longlin
WK5ETDSWJ8X2,广西壮族自治区/百色市/靖西市,广西/百色/靖西,Jingxi
WKR6FMS0Z3UW,广西壮族自治区/贺州市,广西/贺州/贺州,Hezhou
WKR6FKD48S16,广西壮族自治区/贺州市/八步区,广西/贺州/八步,Babu
WKR70SJ1M63M,广西壮族自治区/贺州市/平桂区,广西/贺州/平桂,Pinggui
WKQC92407NS4,广西壮族自治区/贺州市/昭平县,广西/贺州/昭平,Zhaoping
WKR5S9W1TGRJ,广西壮族自治区/贺州市/钟山县,广西/贺州/钟山,Zhongshan
WKRJK00M4ZMX,广西壮族自治区/贺州市/富川瑶族自治县,广西/贺州/富川,Fuchuan
WKKUE0QPVT8X,广西壮族自治区/河池市,广西/河池/河池,Hechi
WKKU6R5K3T89,广西壮族自治区/河池市/金城江区,广西/河池/金城江,Jinchengjiang
WKM72U54FE10,广西壮族自治区/河池市/宜州区,广西/河池/宜州,Yizhou
WKKQNGKZN9E2,广西壮族自治区/河池市/南丹县,广西/河池/南丹,Nandan
WKKNNXNG9CZB,广西壮族自治区/河池市/天峨县,广西/河池/天峨,Tiane
WKK5EVPQJG9Q,广西壮族自治区/河池市/凤山县,广西/河池/凤山,Fengshan
WKK77R8RQ76C,广西壮族自治区/河池市/东兰县,广西/河池/东兰,Donglan
WKMKYP49CYV3,广西壮族自治区/河池市/罗城仫佬族自治县,广西/河池/罗城,Luocheng
WKKVR21JPZ6R,广西壮族自治区/河池市/环江毛南族自治县,广西/河池/环江,Huanjiang
WKK32S35FNK3,广西壮族自治区/河池市/巴马瑶族自治县,广西/河池/巴马,Bama
WKKB5UK42E64,广西壮族自治区/河池市/都安瑶族自治县,广西/河池/都安,Duan
WKHYCPUTK2EE,广西壮族自治区/河池市/大化瑶族自治县,广西/河池/大化,Dahua
WKJWVXFV72X7,广西壮族自治区/来宾市,广西/来宾/来宾,Laibin
WKJXJ8BJEYWS,广西壮族自治区/来宾市/兴宾区,广西/来宾/兴宾,Xingbin
WKM2BVG1FT1N,广西壮族自治区/来宾市/忻城县,广西/来宾/忻城,Xincheng
WKMBRGDE35ZE,广西壮族自治区/来宾市/象州县,广西/来宾/象州,Xiangzhou
WKJYR85RBNZ5,广西壮族自治区/来宾市/武宣县,广西/来宾/武宣,Wuxuan
WKQ370WXKN48,广西壮族自治区/来宾市/金秀瑶族自治县,广西/来宾/金秀,Jinxiu
WKJRT2K9WCGF,广西壮族自治区/来宾市/合山市,广西/来宾/合山,Heshan
W7UR7MB3QQDU,广西壮族自治区/崇左市,广西/崇左/崇左,Chongzuo
W7UR6Z32S5CC,广西壮族自治区/崇左市/江州区,广西/崇左/江州,Jiangzhou
WKH8XRDMK1Z2,广西壮族自治区/崇左市/扶绥县,广西/崇左/扶绥,Fusui
W7UJUKTUXG48,广西壮族自治区/崇左市/宁明县,广西/崇左/宁明,Ningming
W7GZPKTY1MYX,广西壮族自治区/崇左市/龙州县,广西/崇左/龙州,Longzhou
WKH1ZKHDMH3W,广西壮族自治区/崇左市/大新县,广西/崇左/大新,Daxin
WKH5MC9DTZVF,广西壮族自治区/崇左市/天等县,广西/崇左/天等,Tiandeng
W7GVV4UFR6C5,广西壮族自治区/崇左市/凭祥市,广西/崇左/凭祥,Pingxiang
W7W3YQKE4QDH,海南省/海口市,海南/海口/海口,Haikou
W7W3VDWPN4P9,海南省/海口市/秀英区,海南/海口/秀英,Xiuying
W7W3YQZT42Z8,海南省/海口市/龙华区,海南/海口/龙华,Longhua
W7W3Z1F46YX5,海南省/海口市/琼山区,海南/海口/琼山,Qiongshan
W7W3ZQE17J8N,海南省/海口市/美兰区,海南/海口/美兰,Meilan
W7JZGDR3YYTF,海南省/三亚市,海南/三亚/三亚,Sanya
W7Q09504MN9X,海南省/三亚市/海棠区,海南/三亚/海棠,Haitang
W7MBJ2MWU8XX,海南省/三亚市/吉阳区,海南/三亚/吉阳,Jiyang
W7MB4E3DV1CS,海南省/三亚市/天涯区,海南/三亚/天涯,Tianya
W7M8KNJT9XDF,海南省/三亚市/崖州区,海南/三亚/崖州,Yazhou
W6ZZU0E5REV5,海南省/三沙市,海南/三沙/三沙,Sansha
W6ZZU0QTK2SN,海南省/三沙市/西沙群岛,海南/三沙/西沙,Xisha
W982Y5WFG81G,海南省/三沙市/南沙群岛,海南/三沙/南沙,Nansha
WDC336NBG99F,海南省/三沙市/中沙群岛的岛礁及其海域,海南/三沙/中沙,Wuzhishan
W7MZJ3D2NP9X,海南省/儋州市,海南/儋州/儋州,Danzhou
W7MFU4Y12VWZ,海南省/五指山市,海南/五指山/五指山,Wuzhishan
W7QT9B3G3S46,海南省/琼海市,海南/琼海/琼海,Qionghai
W7QZ1QFP50HH,海南省/文昌市,海南/文昌/文昌,Wenchang
W7QDBNQVFQN8,海南省/万宁市,海南/万宁/万宁,Wanning
W7MHXVJCW6NC,海南省/东方市,海南/东方/东方,Dongfang
W7W2N6K8F64J,海南省/定安县,海南/定安/定安,Dingan
W7QQ1QHQ7VWQ,海南省/屯昌县,海南/屯昌/屯昌,Tunchang
W7W0PPEX9F8F,海南省/澄迈县,海南/澄迈/澄迈,Chengmai
W7TCRF6D3JPS,海南省/临高县,海南/临高/临高,Lingao
